in s,C1 in V
-2.95714E-04,-1.212E+00
-2.95708E-04,-1.153E+00
-2.95703E-04,-1.192E+00
-2.95698E-04,-1.124E+00
-2.95693E-04,-1.163E+00
-2.95688E-04,-1.095E+00
-2.95682E-04,-1.144E+00
-2.95677E-04,-1.085E+00
-2.95672E-04,-1.124E+00
-2.95667E-04,-1.075E+00
-2.95662E-04,-1.134E+00
-2.95656E-04,-1.075E+00
-2.95651E-04,-1.085E+00
-2.95646E-04,-1.095E+00
-2.95641E-04,-1.114E+00
-2.95636E-04,-1.075E+00
-2.95630E-04,-1.104E+00
-2.95625E-04,-1.065E+00
-2.95620E-04,-1.085E+00
-2.95615E-04,-1.075E+00
-2.95610E-04,-1.085E+00
-2.95604E-04,-1.114E+00
-2.95599E-04,-1.124E+00
-2.95594E-04,-1.085E+00
-2.95589E-04,-1.114E+00
-2.95584E-04,-1.104E+00
-2.95578E-04,-1.134E+00
-2.95573E-04,-1.104E+00
-2.95568E-04,-1.153E+00
-2.95563E-04,-1.153E+00
-2.95558E-04,-1.163E+00
-2.95552E-04,-1.153E+00
-2.95547E-04,-1.202E+00
-2.95542E-04,-1.192E+00
-2.95537E-04,-1.222E+00
-2.95532E-04,-1.231E+00
-2.95526E-04,-1.231E+00
-2.95521E-04,-1.241E+00
-2.95516E-04,-1.300E+00
-2.95511E-04,-1.280E+00
-2.95506E-04,-1.319E+00
-2.95500E-04,-1.310E+00
-2.95495E-04,-1.339E+00
-2.95490E-04,-1.358E+00
-2.95485E-04,-1.407E+00
-2.95480E-04,-1.388E+00
-2.95474E-04,-1.417E+00
-2.95469E-04,-1.417E+00
-2.95464E-04,-1.466E+00
-2.95459E-04,-1.437E+00
-2.95454E-04,-1.485E+00
-2.95448E-04,-1.476E+00
-2.95443E-04,-1.544E+00
-2.95438E-04,-1.534E+00
-2.95433E-04,-1.544E+00
-2.95428E-04,-1.544E+00
-2.95422E-04,-1.603E+00
-2.95417E-04,-1.612E+00
-2.95412E-04,-1.622E+00
-2.95407E-04,-1.612E+00
-2.95402E-04,-1.671E+00
-2.95396E-04,-1.661E+00
-2.95391E-04,-1.710E+00
-2.95386E-04,-1.681E+00
-2.95381E-04,-1.720E+00
-2.95376E-04,-1.720E+00
-2.95370E-04,-1.749E+00
-2.95365E-04,-1.720E+00
-2.95360E-04,-1.769E+00
-2.95355E-04,-1.759E+00
-2.95350E-04,-1.778E+00
-2.95344E-04,-1.759E+00
-2.95339E-04,-1.827E+00
-2.95334E-04,-1.798E+00
-2.95329E-04,-1.817E+00
-2.95324E-04,-1.788E+00
-2.95318E-04,-1.856E+00
-2.95313E-04,-1.847E+00
-2.95308E-04,-1.837E+00
-2.95303E-04,-1.817E+00
-2.95298E-04,-1.866E+00
-2.95292E-04,-1.837E+00
-2.95287E-04,-1.866E+00
-2.95282E-04,-1.827E+00
-2.95277E-04,-1.847E+00
-2.95272E-04,-1.817E+00
-2.95266E-04,-1.876E+00
-2.95261E-04,-1.837E+00
-2.95256E-04,-1.896E+00
-2.95251E-04,-1.847E+00
-2.95246E-04,-1.866E+00
-2.95240E-04,-1.866E+00
-2.95235E-04,-1.886E+00
-2.95230E-04,-1.866E+00
-2.95225E-04,-1.866E+00
-2.95220E-04,-1.856E+00
-2.95214E-04,-1.866E+00
-2.95209E-04,-1.856E+00
-2.95204E-04,-1.856E+00
-2.95199E-04,-1.798E+00
-2.95194E-04,-1.837E+00
-2.95188E-04,-1.827E+00
-2.95183E-04,-1.866E+00
-2.95178E-04,-1.808E+00
-2.95173E-04,-1.847E+00
-2.95168E-04,-1.788E+00
-2.95162E-04,-1.808E+00
-2.95157E-04,-1.759E+00
-2.95152E-04,-1.808E+00
-2.95147E-04,-1.798E+00
-2.95142E-04,-1.798E+00
-2.95136E-04,-1.769E+00
-2.95131E-04,-1.788E+00
-2.95126E-04,-1.739E+00
-2.95121E-04,-1.769E+00
-2.95116E-04,-1.729E+00
-2.95110E-04,-1.749E+00
-2.95105E-04,-1.720E+00
-2.95100E-04,-1.739E+00
-2.95095E-04,-1.710E+00
-2.95090E-04,-1.739E+00
-2.95084E-04,-1.681E+00
-2.95079E-04,-1.700E+00
-2.95074E-04,-1.642E+00
-2.95069E-04,-1.690E+00
-2.95064E-04,-1.681E+00
-2.95058E-04,-1.671E+00
-2.95053E-04,-1.622E+00
-2.95048E-04,-1.671E+00
-2.95043E-04,-1.622E+00
-2.95038E-04,-1.632E+00
-2.95032E-04,-1.563E+00
-2.95027E-04,-1.622E+00
-2.95022E-04,-1.563E+00
-2.95017E-04,-1.583E+00
-2.95012E-04,-1.534E+00
-2.95006E-04,-1.554E+00
-2.95001E-04,-1.534E+00
-2.94996E-04,-1.544E+00
-2.94991E-04,-1.476E+00
-2.94986E-04,-1.495E+00
-2.94980E-04,-1.446E+00
-2.94975E-04,-1.485E+00
-2.94970E-04,-1.407E+00
-2.94965E-04,-1.446E+00
-2.94960E-04,-1.407E+00
-2.94954E-04,-1.427E+00
-2.94949E-04,-1.358E+00
-2.94944E-04,-1.378E+00
-2.94939E-04,-1.349E+00
-2.94934E-04,-1.368E+00
-2.94928E-04,-1.300E+00
-2.94923E-04,-1.339E+00
-2.94918E-04,-1.300E+00
-2.94913E-04,-1.271E+00
-2.94908E-04,-1.251E+00
-2.94902E-04,-1.271E+00
-2.94897E-04,-1.241E+00
-2.94892E-04,-1.202E+00
-2.94887E-04,-1.163E+00
-2.94882E-04,-1.192E+00
-2.94876E-04,-1.183E+00
-2.94871E-04,-1.163E+00
-2.94866E-04,-1.095E+00
-2.94861E-04,-1.173E+00
-2.94856E-04,-1.114E+00
-2.94850E-04,-1.095E+00
-2.94845E-04,-1.065E+00
-2.94840E-04,-1.104E+00
-2.94835E-04,-1.017E+00
-2.94830E-04,-1.075E+00
-2.94824E-04,-1.007E+00
-2.94819E-04,-1.017E+00
-2.94814E-04,-1.007E+00
-2.94809E-04,-1.007E+00
-2.94804E-04,-9.678E-01
-2.94798E-04,-1.017E+00
-2.94793E-04,-9.678E-01
-2.94788E-04,-9.971E-01
-2.94783E-04,-9.580E-01
-2.94778E-04,-9.971E-01
-2.94772E-04,-9.678E-01
-2.94767E-04,-1.007E+00
-2.94762E-04,-9.287E-01
-2.94757E-04,-9.775E-01
-2.94752E-04,-9.580E-01
-2.94746E-04,-9.971E-01
-2.94741E-04,-9.385E-01
-2.94736E-04,-1.007E+00
-2.94731E-04,-9.482E-01
-2.94726E-04,-9.873E-01
-2.94720E-04,-9.580E-01
-2.94715E-04,-1.007E+00
-2.94710E-04,-9.971E-01
-2.94705E-04,-1.007E+00
-2.94700E-04,-9.678E-01
-2.94694E-04,-1.026E+00
-2.94689E-04,-1.026E+00
-2.94684E-04,-1.056E+00
-2.94679E-04,-1.056E+00
-2.94674E-04,-1.075E+00
-2.94668E-04,-1.085E+00
-2.94663E-04,-1.095E+00
-2.94658E-04,-1.085E+00
-2.94653E-04,-1.173E+00
-2.94648E-04,-1.163E+00
-2.94642E-04,-1.173E+00
-2.94637E-04,-1.144E+00
-2.94632E-04,-1.241E+00
-2.94627E-04,-1.212E+00
-2.94622E-04,-1.261E+00
-2.94616E-04,-1.231E+00
-2.94611E-04,-1.319E+00
-2.94606E-04,-1.300E+00
-2.94601E-04,-1.349E+00
-2.94596E-04,-1.329E+00
-2.94590E-04,-1.368E+00
-2.94585E-04,-1.378E+00
-2.94580E-04,-1.437E+00
-2.94575E-04,-1.407E+00
-2.94570E-04,-1.456E+00
-2.94564E-04,-1.466E+00
-2.94559E-04,-1.505E+00
-2.94554E-04,-1.476E+00
-2.94549E-04,-1.544E+00
-2.94544E-04,-1.524E+00
-2.94538E-04,-1.573E+00
-2.94533E-04,-1.544E+00
-2.94528E-04,-1.612E+00
-2.94523E-04,-1.603E+00
-2.94518E-04,-1.612E+00
-2.94512E-04,-1.603E+00
-2.94507E-04,-1.661E+00
-2.94502E-04,-1.612E+00
-2.94497E-04,-1.671E+00
-2.94492E-04,-1.632E+00
-2.94486E-04,-1.690E+00
-2.94481E-04,-1.681E+00
-2.94476E-04,-1.710E+00
-2.94471E-04,-1.681E+00
-2.94466E-04,-1.690E+00
-2.94460E-04,-1.671E+00
-2.94455E-04,-1.690E+00
-2.94450E-04,-1.661E+00
-2.94445E-04,-1.690E+00
-2.94440E-04,-1.642E+00
-2.94434E-04,-1.661E+00
-2.94429E-04,-1.622E+00
-2.94424E-04,-1.661E+00
-2.94419E-04,-1.622E+00
-2.94414E-04,-1.622E+00
-2.94408E-04,-1.563E+00
-2.94403E-04,-1.612E+00
-2.94398E-04,-1.573E+00
-2.94393E-04,-1.554E+00
-2.94388E-04,-1.515E+00
-2.94382E-04,-1.524E+00
-2.94377E-04,-1.456E+00
-2.94372E-04,-1.485E+00
-2.94367E-04,-1.437E+00
-2.94362E-04,-1.427E+00
-2.94356E-04,-1.349E+00
-2.94351E-04,-1.368E+00
-2.94346E-04,-1.300E+00
-2.94341E-04,-1.300E+00
-2.94336E-04,-1.280E+00
-2.94330E-04,-1.241E+00
-2.94325E-04,-1.163E+00
-2.94320E-04,-1.192E+00
-2.94315E-04,-1.134E+00
-2.94310E-04,-1.114E+00
-2.94304E-04,-1.046E+00
-2.94299E-04,-1.056E+00
-2.94294E-04,-9.971E-01
-2.94289E-04,-9.775E-01
-2.94284E-04,-8.896E-01
-2.94278E-04,-9.092E-01
-2.94273E-04,-8.604E-01
-2.94268E-04,-8.408E-01
-2.94263E-04,-7.334E-01
-2.94258E-04,-7.627E-01
-2.94252E-04,-7.041E-01
-2.94247E-04,-7.041E-01
-2.94242E-04,-6.162E-01
-2.94237E-04,-6.357E-01
-2.94232E-04,-5.479E-01
-2.94226E-04,-5.674E-01
-2.94221E-04,-5.088E-01
-2.94216E-04,-5.576E-01
-2.94211E-04,-4.307E-01
-2.94206E-04,-4.307E-01
-2.94200E-04,-3.916E-01
-2.94195E-04,-4.014E-01
-2.94190E-04,-3.525E-01
-2.94185E-04,-3.818E-01
-2.94180E-04,-2.939E-01
-2.94174E-04,-3.232E-01
-2.94169E-04,-2.939E-01
-2.94164E-04,-2.646E-01
-2.94159E-04,-2.354E-01
-2.94154E-04,-2.549E-01
-2.94148E-04,-2.354E-01
-2.94143E-04,-2.354E-01
-2.94138E-04,-1.865E-01
-2.94133E-04,-2.158E-01
-2.94128E-04,-1.768E-01
-2.94122E-04,-2.061E-01
-2.94117E-04,-1.475E-01
-2.94112E-04,-2.061E-01
-2.94107E-04,-1.670E-01
-2.94102E-04,-2.256E-01
-2.94096E-04,-2.061E-01
-2.94091E-04,-2.451E-01
-2.94086E-04,-1.963E-01
-2.94081E-04,-2.451E-01
-2.94076E-04,-2.158E-01
-2.94070E-04,-2.744E-01
-2.94065E-04,-2.744E-01
-2.94060E-04,-2.646E-01
-2.94055E-04,-2.842E-01
-2.94050E-04,-3.525E-01
-2.94044E-04,-3.135E-01
-2.94039E-04,-3.428E-01
-2.94034E-04,-3.232E-01
-2.94029E-04,-4.111E-01
-2.94024E-04,-4.111E-01
-2.94018E-04,-4.404E-01
-2.94013E-04,-4.307E-01
-2.94008E-04,-4.697E-01
-2.94003E-04,-4.600E-01
-2.93998E-04,-5.381E-01
-2.93992E-04,-5.381E-01
-2.93987E-04,-5.967E-01
-2.93982E-04,-5.771E-01
-2.93977E-04,-6.650E-01
-2.93972E-04,-6.455E-01
-2.93966E-04,-6.650E-01
-2.93961E-04,-6.846E-01
-2.93956E-04,-7.432E-01
-2.93951E-04,-7.334E-01
-2.93946E-04,-7.920E-01
-2.93940E-04,-8.213E-01
-2.93935E-04,-8.604E-01
-2.93930E-04,-8.311E-01
-2.93925E-04,-9.189E-01
-2.93920E-04,-8.604E-01
-2.93914E-04,-9.580E-01
-2.93909E-04,-9.189E-01
-2.93904E-04,-9.678E-01
-2.93899E-04,-9.678E-01
-2.93894E-04,-1.007E+00
-2.93888E-04,-9.873E-01
-2.93883E-04,-1.036E+00
-2.93878E-04,-1.007E+00
-2.93873E-04,-1.065E+00
-2.93868E-04,-1.007E+00
-2.93862E-04,-1.104E+00
-2.93857E-04,-1.075E+00
-2.93852E-04,-1.134E+00
-2.93847E-04,-1.026E+00
-2.93842E-04,-1.104E+00
-2.93836E-04,-1.075E+00
-2.93831E-04,-1.104E+00
-2.93826E-04,-1.046E+00
-2.93821E-04,-1.144E+00
-2.93816E-04,-1.085E+00
-2.93810E-04,-1.065E+00
-2.93805E-04,-1.017E+00
-2.93800E-04,-1.095E+00
-2.93795E-04,-1.056E+00
-2.93790E-04,-1.046E+00
-2.93784E-04,-1.007E+00
-2.93779E-04,-1.026E+00
-2.93774E-04,-9.971E-01
-2.93769E-04,-9.775E-01
-2.93764E-04,-9.189E-01
-2.93758E-04,-9.678E-01
-2.93753E-04,-8.994E-01
-2.93748E-04,-9.189E-01
-2.93743E-04,-8.311E-01
-2.93738E-04,-8.896E-01
-2.93732E-04,-8.018E-01
-2.93727E-04,-8.115E-01
-2.93722E-04,-7.529E-01
-2.93717E-04,-7.529E-01
-2.93712E-04,-7.432E-01
-2.93706E-04,-7.236E-01
-2.93701E-04,-6.650E-01
-2.93696E-04,-6.455E-01
-2.93691E-04,-6.162E-01
-2.93686E-04,-6.162E-01
-2.93680E-04,-5.381E-01
-2.93675E-04,-5.771E-01
-2.93670E-04,-4.795E-01
-2.93665E-04,-4.893E-01
-2.93660E-04,-4.307E-01
-2.93654E-04,-4.404E-01
-2.93649E-04,-4.014E-01
-2.93644E-04,-4.209E-01
-2.93639E-04,-3.525E-01
-2.93634E-04,-3.525E-01
-2.93628E-04,-2.939E-01
-2.93623E-04,-3.232E-01
-2.93618E-04,-2.354E-01
-2.93613E-04,-2.451E-01
-2.93608E-04,-1.963E-01
-2.93602E-04,-2.061E-01
-2.93597E-04,-1.377E-01
-2.93592E-04,-1.865E-01
-2.93587E-04,-1.182E-01
-2.93582E-04,-1.279E-01
-2.93576E-04,-1.084E-01
-2.93571E-04,-8.887E-02
-2.93566E-04,-7.910E-02
-2.93561E-04,-1.084E-01
-2.93556E-04,-5.957E-02
-2.93550E-04,-1.084E-01
-2.93545E-04,-3.027E-02
-2.93540E-04,-7.910E-02
-2.93535E-04,-9.766E-04
-2.93530E-04,-4.004E-02
-2.93524E-04,-2.051E-02
-2.93519E-04,-4.980E-02
-2.93514E-04,-2.051E-02
-2.93509E-04,-4.004E-02
-2.93504E-04,-2.051E-02
-2.93498E-04,-4.004E-02
-2.93493E-04,-1.074E-02
-2.93488E-04,-6.934E-02
-2.93483E-04,-4.004E-02
-2.93478E-04,-5.957E-02
-2.93472E-04,-3.027E-02
-2.93467E-04,-1.084E-01
-2.93462E-04,-5.957E-02
-2.93457E-04,-8.887E-02
-2.93452E-04,-4.004E-02
-2.93446E-04,-9.863E-02
-2.93441E-04,-1.182E-01
-2.93436E-04,-1.182E-01
-2.93431E-04,-7.910E-02
-2.93426E-04,-1.279E-01
-2.93420E-04,-1.279E-01
-2.93415E-04,-1.670E-01
-2.93410E-04,-1.279E-01
-2.93405E-04,-1.865E-01
-2.93400E-04,-1.963E-01
-2.93394E-04,-1.865E-01
-2.93389E-04,-1.768E-01
-2.93384E-04,-2.451E-01
-2.93379E-04,-2.158E-01
-2.93374E-04,-2.354E-01
-2.93368E-04,-1.963E-01
-2.93363E-04,-2.549E-01
-2.93358E-04,-2.549E-01
-2.93353E-04,-2.842E-01
-2.93348E-04,-2.549E-01
-2.93342E-04,-2.842E-01
-2.93337E-04,-2.744E-01
-2.93332E-04,-3.037E-01
-2.93327E-04,-2.549E-01
-2.93322E-04,-3.525E-01
-2.93316E-04,-3.232E-01
-2.93311E-04,-3.525E-01
-2.93306E-04,-3.037E-01
-2.93301E-04,-3.623E-01
-2.93296E-04,-3.037E-01
-2.93290E-04,-3.623E-01
-2.93285E-04,-3.232E-01
-2.93280E-04,-3.623E-01
-2.93275E-04,-3.623E-01
-2.93270E-04,-3.818E-01
-2.93264E-04,-3.525E-01
-2.93259E-04,-3.623E-01
-2.93254E-04,-3.721E-01
-2.93249E-04,-3.916E-01
-2.93244E-04,-3.330E-01
-2.93238E-04,-3.916E-01
-2.93233E-04,-3.428E-01
-2.93228E-04,-4.014E-01
-2.93223E-04,-3.330E-01
-2.93218E-04,-3.916E-01
-2.93212E-04,-3.623E-01
-2.93207E-04,-3.916E-01
-2.93202E-04,-3.623E-01
-2.93197E-04,-4.111E-01
-2.93192E-04,-3.818E-01
-2.93186E-04,-4.014E-01
-2.93181E-04,-3.818E-01
-2.93176E-04,-4.307E-01
-2.93171E-04,-3.818E-01
-2.93166E-04,-4.111E-01
-2.93160E-04,-3.916E-01
-2.93155E-04,-3.916E-01
-2.93150E-04,-3.916E-01
-2.93145E-04,-4.307E-01
-2.93140E-04,-3.721E-01
-2.93134E-04,-4.307E-01
-2.93129E-04,-4.014E-01
-2.93124E-04,-4.209E-01
-2.93119E-04,-4.014E-01
-2.93114E-04,-4.600E-01
-2.93108E-04,-4.209E-01
-2.93103E-04,-4.502E-01
-2.93098E-04,-4.014E-01
-2.93093E-04,-4.600E-01
-2.93088E-04,-4.209E-01
-2.93082E-04,-4.795E-01
-2.93077E-04,-4.600E-01
-2.93072E-04,-4.795E-01
-2.93067E-04,-4.697E-01
-2.93062E-04,-4.795E-01
-2.93056E-04,-4.697E-01
-2.93051E-04,-5.576E-01
-2.93046E-04,-4.795E-01
-2.93041E-04,-5.479E-01
-2.93036E-04,-5.283E-01
-2.93030E-04,-5.479E-01
-2.93025E-04,-5.381E-01
-2.93020E-04,-5.674E-01
-2.93015E-04,-5.381E-01
-2.93010E-04,-5.771E-01
-2.93004E-04,-5.479E-01
-2.92999E-04,-5.771E-01
-2.92994E-04,-5.479E-01
-2.92989E-04,-6.064E-01
-2.92984E-04,-5.967E-01
-2.92978E-04,-6.162E-01
-2.92973E-04,-5.967E-01
-2.92968E-04,-6.455E-01
-2.92963E-04,-5.869E-01
-2.92958E-04,-6.260E-01
-2.92952E-04,-6.260E-01
-2.92947E-04,-6.357E-01
-2.92942E-04,-6.455E-01
-2.92937E-04,-6.553E-01
-2.92932E-04,-6.260E-01
-2.92926E-04,-6.846E-01
-2.92921E-04,-6.455E-01
-2.92916E-04,-6.650E-01
-2.92911E-04,-6.162E-01
-2.92906E-04,-6.553E-01
-2.92900E-04,-6.162E-01
-2.92895E-04,-6.455E-01
-2.92890E-04,-6.357E-01
-2.92885E-04,-6.650E-01
-2.92880E-04,-6.162E-01
-2.92874E-04,-6.455E-01
-2.92869E-04,-5.576E-01
-2.92864E-04,-6.064E-01
-2.92859E-04,-5.771E-01
-2.92854E-04,-5.869E-01
-2.92848E-04,-5.186E-01
-2.92843E-04,-5.771E-01
-2.92838E-04,-5.186E-01
-2.92833E-04,-5.576E-01
-2.92828E-04,-4.990E-01
-2.92822E-04,-5.088E-01
-2.92817E-04,-4.795E-01
-2.92812E-04,-4.795E-01
-2.92807E-04,-4.209E-01
-2.92802E-04,-4.502E-01
-2.92796E-04,-4.014E-01
-2.92791E-04,-4.502E-01
-2.92786E-04,-3.428E-01
-2.92781E-04,-4.111E-01
-2.92776E-04,-3.623E-01
-2.92770E-04,-3.818E-01
-2.92765E-04,-3.135E-01
-2.92760E-04,-3.525E-01
-2.92755E-04,-2.842E-01
-2.92750E-04,-2.939E-01
-2.92744E-04,-2.354E-01
-2.92739E-04,-2.744E-01
-2.92734E-04,-2.354E-01
-2.92729E-04,-2.354E-01
-2.92724E-04,-1.963E-01
-2.92718E-04,-2.256E-01
-2.92713E-04,-1.572E-01
-2.92708E-04,-1.768E-01
-2.92703E-04,-1.670E-01
-2.92698E-04,-1.865E-01
-2.92692E-04,-1.377E-01
-2.92687E-04,-1.572E-01
-2.92682E-04,-7.910E-02
-2.92677E-04,-1.182E-01
-2.92672E-04,-9.863E-02
-2.92666E-04,-1.279E-01
-2.92661E-04,-6.934E-02
-2.92656E-04,-1.182E-01
-2.92651E-04,-8.887E-02
-2.92646E-04,-7.910E-02
-2.92640E-04,-3.027E-02
-2.92635E-04,-1.084E-01
-2.92630E-04,-7.910E-02
-2.92625E-04,-7.910E-02
-2.92620E-04,-5.957E-02
-2.92614E-04,-9.863E-02
-2.92609E-04,-7.910E-02
-2.92604E-04,-1.084E-01
-2.92599E-04,-6.934E-02
-2.92594E-04,-1.084E-01
-2.92588E-04,-6.934E-02
-2.92583E-04,-1.084E-01
-2.92578E-04,-9.863E-02
-2.92573E-04,-1.084E-01
-2.92568E-04,-1.084E-01
-2.92562E-04,-1.084E-01
-2.92557E-04,-1.084E-01
-2.92552E-04,-1.279E-01
-2.92547E-04,-1.182E-01
-2.92542E-04,-1.475E-01
-2.92536E-04,-1.084E-01
-2.92531E-04,-1.768E-01
-2.92526E-04,-1.475E-01
-2.92521E-04,-2.061E-01
-2.92516E-04,-1.572E-01
-2.92510E-04,-1.865E-01
-2.92505E-04,-1.963E-01
-2.92500E-04,-2.158E-01
-2.92495E-04,-1.865E-01
-2.92490E-04,-2.549E-01
-2.92484E-04,-2.354E-01
-2.92479E-04,-2.646E-01
-2.92474E-04,-2.256E-01
-2.92469E-04,-3.037E-01
-2.92464E-04,-2.549E-01
-2.92458E-04,-3.135E-01
-2.92453E-04,-2.549E-01
-2.92448E-04,-3.232E-01
-2.92443E-04,-2.939E-01
-2.92438E-04,-3.037E-01
-2.92432E-04,-2.744E-01
-2.92427E-04,-3.232E-01
-2.92422E-04,-3.135E-01
-2.92417E-04,-3.037E-01
-2.92412E-04,-2.842E-01
-2.92406E-04,-3.428E-01
-2.92401E-04,-3.232E-01
-2.92396E-04,-3.232E-01
-2.92391E-04,-3.037E-01
-2.92386E-04,-3.428E-01
-2.92380E-04,-3.135E-01
-2.92375E-04,-3.232E-01
-2.92370E-04,-2.842E-01
-2.92365E-04,-3.232E-01
-2.92360E-04,-2.939E-01
-2.92354E-04,-3.428E-01
-2.92349E-04,-2.744E-01
-2.92344E-04,-3.232E-01
-2.92339E-04,-2.842E-01
-2.92334E-04,-2.646E-01
-2.92328E-04,-2.549E-01
-2.92323E-04,-2.842E-01
-2.92318E-04,-2.549E-01
-2.92313E-04,-2.549E-01
-2.92308E-04,-2.256E-01
-2.92302E-04,-2.158E-01
-2.92297E-04,-2.158E-01
-2.92292E-04,-2.061E-01
-2.92287E-04,-1.670E-01
-2.92282E-04,-2.158E-01
-2.92276E-04,-1.475E-01
-2.92271E-04,-1.865E-01
-2.92266E-04,-1.377E-01
-2.92261E-04,-1.572E-01
-2.92256E-04,-7.910E-02
-2.92250E-04,-1.279E-01
-2.92245E-04,-8.887E-02
-2.92240E-04,-1.084E-01
-2.92235E-04,-5.957E-02
-2.92230E-04,-6.934E-02
-2.92224E-04,-4.004E-02
-2.92219E-04,-4.980E-02
-2.92214E-04,-4.004E-02
-2.92209E-04,-4.004E-02
-2.92204E-04,8.789E-03
-2.92198E-04,-1.074E-02
-2.92193E-04,3.809E-02
-2.92188E-04,1.855E-02
-2.92183E-04,4.785E-02
-2.92178E-04,8.789E-03
-2.92172E-04,6.738E-02
-2.92167E-04,3.809E-02
-2.92162E-04,1.064E-01
-2.92157E-04,5.762E-02
-2.92152E-04,8.691E-02
-2.92146E-04,6.738E-02
-2.92141E-04,1.357E-01
-2.92136E-04,7.715E-02
-2.92131E-04,1.357E-01
-2.92126E-04,1.553E-01
-2.92120E-04,1.553E-01
-2.92115E-04,1.064E-01
-2.92110E-04,1.553E-01
-2.92105E-04,1.650E-01
-2.92100E-04,2.041E-01
-2.92094E-04,1.748E-01
-2.92089E-04,1.846E-01
-2.92084E-04,1.846E-01
-2.92079E-04,2.432E-01
-2.92074E-04,1.943E-01
-2.92068E-04,2.041E-01
-2.92063E-04,2.236E-01
-2.92058E-04,2.432E-01
-2.92053E-04,2.139E-01
-2.92048E-04,2.334E-01
-2.92042E-04,2.334E-01
-2.92037E-04,2.920E-01
-2.92032E-04,2.432E-01
-2.92027E-04,2.822E-01
-2.92022E-04,2.529E-01
-2.92016E-04,2.920E-01
-2.92011E-04,2.432E-01
-2.92006E-04,2.920E-01
-2.92001E-04,2.822E-01
-2.91996E-04,3.213E-01
-2.91990E-04,2.822E-01
-2.91985E-04,3.115E-01
-2.91980E-04,2.822E-01
-2.91975E-04,3.408E-01
-2.91970E-04,3.018E-01
-2.91964E-04,3.604E-01
-2.91959E-04,3.213E-01
-2.91954E-04,3.604E-01
-2.91949E-04,3.018E-01
-2.91944E-04,3.604E-01
-2.91938E-04,3.604E-01
-2.91933E-04,3.799E-01
-2.91928E-04,3.506E-01
-2.91923E-04,3.994E-01
-2.91918E-04,3.701E-01
-2.91912E-04,4.287E-01
-2.91907E-04,3.408E-01
-2.91902E-04,3.994E-01
-2.91897E-04,3.701E-01
-2.91892E-04,4.092E-01
-2.91886E-04,3.799E-01
-2.91881E-04,4.287E-01
-2.91876E-04,3.994E-01
-2.91871E-04,4.385E-01
-2.91866E-04,3.896E-01
-2.91860E-04,4.287E-01
-2.91855E-04,4.092E-01
-2.91850E-04,4.385E-01
-2.91845E-04,4.189E-01
-2.91840E-04,4.385E-01
-2.91834E-04,4.189E-01
-2.91829E-04,4.678E-01
-2.91824E-04,4.092E-01
-2.91819E-04,4.482E-01
-2.91814E-04,4.189E-01
-2.91808E-04,4.287E-01
-2.91803E-04,4.189E-01
-2.91798E-04,4.287E-01
-2.91793E-04,3.994E-01
-2.91788E-04,4.482E-01
-2.91782E-04,3.896E-01
-2.91777E-04,4.092E-01
-2.91772E-04,3.994E-01
-2.91767E-04,4.092E-01
-2.91762E-04,3.604E-01
-2.91756E-04,3.896E-01
-2.91751E-04,3.506E-01
-2.91746E-04,3.799E-01
-2.91741E-04,3.408E-01
-2.91736E-04,3.408E-01
-2.91730E-04,3.115E-01
-2.91725E-04,3.604E-01
-2.91720E-04,3.213E-01
-2.91715E-04,3.018E-01
-2.91710E-04,2.822E-01
-2.91704E-04,3.115E-01
-2.91699E-04,2.822E-01
-2.91694E-04,2.822E-01
-2.91689E-04,2.432E-01
-2.91684E-04,2.627E-01
-2.91678E-04,2.139E-01
-2.91673E-04,2.334E-01
-2.91668E-04,1.748E-01
-2.91663E-04,1.846E-01
-2.91658E-04,1.357E-01
-2.91652E-04,1.650E-01
-2.91647E-04,1.260E-01
-2.91642E-04,1.748E-01
-2.91637E-04,1.064E-01
-2.91632E-04,1.064E-01
-2.91626E-04,9.668E-02
-2.91621E-04,1.162E-01
-2.91616E-04,4.785E-02
-2.91611E-04,6.738E-02
-2.91606E-04,2.832E-02
-2.91600E-04,4.785E-02
-2.91595E-04,8.789E-03
-2.91590E-04,3.809E-02
-2.91585E-04,-9.766E-04
-2.91580E-04,2.832E-02
-2.91574E-04,-3.027E-02
-2.91569E-04,-9.766E-04
-2.91564E-04,-4.004E-02
-2.91559E-04,8.789E-03
-2.91554E-04,-4.980E-02
-2.91548E-04,-1.074E-02
-2.91543E-04,-3.027E-02
-2.91538E-04,-1.074E-02
-2.91533E-04,-4.980E-02
-2.91528E-04,-3.027E-02
-2.91522E-04,-4.004E-02
-2.91517E-04,2.832E-02
-2.91512E-04,-3.027E-02
-2.91507E-04,-9.766E-04
-2.91502E-04,-9.766E-04
-2.91496E-04,2.832E-02
-2.91491E-04,-2.051E-02
-2.91486E-04,2.832E-02
-2.91481E-04,3.809E-02
-2.91476E-04,7.715E-02
-2.91470E-04,1.855E-02
-2.91465E-04,1.064E-01
-2.91460E-04,7.715E-02
-2.91455E-04,1.650E-01
-2.91450E-04,1.064E-01
-2.91444E-04,1.748E-01
-2.91439E-04,1.455E-01
-2.91434E-04,2.432E-01
-2.91429E-04,2.334E-01
-2.91424E-04,2.529E-01
-2.91418E-04,2.725E-01
-2.91413E-04,3.408E-01
-2.91408E-04,3.115E-01
-2.91403E-04,3.506E-01
-2.91398E-04,3.896E-01
